Rank,Name,State,Lat,Long,Total_Visits,client_coords,num_stores_Aldi,num_stores_Publix,num_stores_The_Fresh_Market,num_stores_Total_Wine_&_More,num_stores_Trader_Joe's,num_stores_Walmart_Neighborhood_Market,num_stores_Whole_Foods_Market,num_stores_Winn-Dixie,num_stores_ABC_Fine_Wine_&_Spirits,num_stores_Sprouts_Farmers_Market,total_visit_Aldi,total_visit_Publix,total_visit_The_Fresh_Market,total_visit_Total_Wine_&_More,total_visit_Trader_Joe's,total_visit_Walmart_Neighborhood_Market,total_visit_Whole_Foods_Market,total_visit_Winn-Dixie,total_visit_ABC_Fine_Wine_&_Spirits,total_visit_Sprouts_Farmers_Market,num_grocery_stores,total_grocery_visit,num_Discretionary,num_High-Mid-Range,num_Low-Mid-Range,num_Workforce,avg_sqft_Discretionary,avg_sqft_High_Mid-Range,avg_sqft_Low-Mid-Range,avg_sqft_Workforce,avg_rent_Discretionary,avg_rent_High_Mid-Range,avg_rent_Low-Mid-Range,avg_rent_Workforce,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Adaptive_Reuse,Single_Family_Rental,Fractured_Condo,Completed,Planned,Prospective,Under_Construction,num_nearby_Burlington,num_nearby_Kohl's,num_nearby_Lowe's,num_nearby_Ross_Dress_for_Less,num_nearby_The_Home_Depot,num_nearby_Walmart,num_nearby_HomeGoods,num_nearby_T.J._Maxx,num_nearby_Marshalls,tot_visits_nearby_Burlington,tot_visits_nearby_Kohl's,tot_visits_nearby_Lowe's,tot_visits_nearby_Ross_Dress_for_Less,tot_visits_nearby_The_Home_Depot,tot_visits_nearby_Walmart,tot_visits_nearby_HomeGoods,tot_visits_nearby_T.J._Maxx,tot_visits_nearby_Marshalls,num_starbucks,has_starbucks,num_malls,tot_stores,2022 Total Population,2022 Population Density,2022 Median Household Income,2022 Median Net Worth,2022 Median Disposable Income,2022 Median Age,2022 Total Housing Units,2022 Median Home Value,2022 Owner Occupied HUs,2022 Renter Occupied HUs,2020 Median Year Structure Built: HUs (ACS 5-Yr),2022 Pop Age 25+: Bachelor's Degree,2022 Pop Age 25+: Grad/Professional Degree,2022 Apparel/Accessory Sales ($000) (SIC),2022 Furniture/Home Furnish Sales ($000) (SIC),2022 Home Improvement Sales ($000) (SIC),2022 Men`s Apparel,2022 Women`s Apparel,2022 Bought Clothing in Dept Store/6 Mo,2022 Bought Clothing in Discount Store/6 Mo,2022 Bought Clothing Online/6 Mo,2022 HH Purchased Low Ticket HH Furnishing/12 Mo,2022 Tapestry Adult Pop Base_x,2022 Discount Store Clothes Just as Good: 4-Agr Cmpl,2022 Total Daytime Population,2022 Daytime Pop Density,2022 Pop Age 15+: Married,2022 Pop Age 15+: Divorced,2022 Pop Age 15+: Never Married,2022 Black Population,2022 White Population,2022 Hispanic Population,2022 Total Crime Index,2022 Personal Crime Index,2022 Property Crime Index,2022 Tapestry Adult Pop Base_y,2022 Pop 18+ in Tapestry Seg 1A,2022 Pop 18+ in Tapestry Seg 1B,2022 Pop 18+ in Tapestry Seg 1C,2022 Pop 18+ in Tapestry Seg 1D,2022 Pop 18+ in Tapestry Seg 1E,2022 Pop 18+ in Tapestry Seg 2A,2022 Pop 18+ in Tapestry Seg 2B,2022 Pop 18+ in Tapestry Seg 2C,2022 Pop 18+ in Tapestry Seg 2D,2022 Pop 18+ in Tapestry Seg 3A,2022 Pop 18+ in Tapestry Seg 3B,2022 Pop 18+ in Tapestry Seg 3C,2022 Pop 18+ in Tapestry Seg 4A,2022 Pop 18+ in Tapestry Seg 4B,2022 Pop 18+ in Tapestry Seg 4C,2022 Pop 18+ in Tapestry Seg 5A,2022 Pop 18+ in Tapestry Seg 5B,2022 Pop 18+ in Tapestry Seg 5C,2022 Pop 18+ in Tapestry Seg 5D,2022 Pop 18+ in Tapestry Seg 5E,2022 Pop 18+ in Tapestry Seg 6A,2022 Pop 18+ in Tapestry Seg 6B,2022 Pop 18+ in Tapestry Seg 6C,2022 Pop 18+ in Tapestry Seg 6D,2022 Pop 18+ in Tapestry Seg 6E,2022 Pop 18+ in Tapestry Seg 6F,2022 Pop 18+ in Tapestry Seg 7A,2022 Pop 18+ in Tapestry Seg 7B,2022 Pop 18+ in Tapestry Seg 7C,2022 Pop 18+ in Tapestry Seg 7D,2022 Pop 18+ in Tapestry Seg 7E,2022 Pop 18+ in Tapestry Seg 7F,2022 Pop 18+ in Tapestry Seg 8A,2022 Pop 18+ in Tapestry Seg 8B,2022 Pop 18+ in Tapestry Seg 8C,2022 Pop 18+ in Tapestry Seg 8D,2022 Pop 18+ in Tapestry Seg 8E,2022 Pop 18+ in Tapestry Seg 8F,2022 Pop 18+ in Tapestry Seg 8G,2022 Pop 18+ in Tapestry Seg 9A,2022 Pop 18+ in Tapestry Seg 9B,2022 Pop 18+ in Tapestry Seg 9C,2022 Pop 18+ in Tapestry Seg 9D,2022 Pop 18+ in Tapestry Seg 9E,2022 Pop 18+ in Tapestry Seg 9F,2022 Pop 18+ in Tapestry Seg 10A,2022 Pop 18+ in Tapestry Seg 10B,2022 Pop 18+ in Tapestry Seg 10C,2022 Pop 18+ in Tapestry Seg 10D,2022 Pop 18+ in Tapestry Seg 10E,2022 Pop 18+ in Tapestry Seg 11A,2022 Pop 18+ in Tapestry Seg 11B,2022 Pop 18+ in Tapestry Seg 11C,2022 Pop 18+ in Tapestry Seg 11D,2022 Pop 18+ in Tapestry Seg 11E,2022 Pop 18+ in Tapestry Seg 12A,2022 Pop 18+ in Tapestry Seg 12B,2022 Pop 18+ in Tapestry Seg 12C,2022 Pop 18+ in Tapestry Seg 12D,2022 Pop 18+ in Tapestry Seg 13A,2022 Pop 18+ in Tapestry Seg 13B,2022 Pop 18+ in Tapestry Seg 13C,2022 Pop 18+ in Tapestry Seg 13D,2022 Pop 18+ in Tapestry Seg 13E,2022 Pop 18+ in Tapestry Seg 14A,2022 Pop 18+ in Tapestry Seg 14B,2022 Pop 18+ in Tapestry Seg 14C,2022 Pop 18+ in Tapestry Seg 15
81,T.J. Maxx,FL,28.26414526,-82.18649301,271995,"28.26414526,-82.18649301",0,1,0,0,0,0,0,2,0,0,0,877443,0,0,0,0,0,481536,0,0,3,1358979,0,2,11,0,,933.6730769230769,929.840731339394,,,1556.0,1010.0,,0.0,7.0,0.0,4.0,0.0,1.0,0.0,7.0,1.0,5.0,0.0,0,0,1,1,1,3,0,0,0,,,720024,202714,726035,4750727,,,,0,0,0,0.0,44280,1283.7,42632,148963,36937,57.7,24942,140632,14952,5173,1984,3531,1434,3868,15858,55020,5742262,10373858,12470,6041,10570,4272,38125,11727,45403,1316.3,19025,5796,9295,2301,34501,6653,86,50,92,38125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,2179,0,0,1918,171,0,0,0,0,0,0,0,0,0,0,684,0,0,0,7178,20573,0,0,372,0,0,2909,0,0,0,0,0,0,0,2053,0,0,0,0,0,0,0,0,0,0,0
82,T.J. Maxx,FL,28.65683065,-81.42086953,264589,"28.65683065,-81.42086953",1,6,0,1,0,1,1,1,1,0,369987,5094544,0,320848,0,887058,646675,486547,45873,0,12,7851532,12,30,21,1,1111.3313910337263,937.7383899584975,875.7967169079609,501.0,1786.6666666666667,1617.3076923076924,1369.4,780.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,55.0,0.0,8.0,1.0,2,1,4,9,7,4,2,2,5,901128,538299,2203176,2402344,5419181,7510431,667451,973134,1590750,1,1,4,52.0,135032,3260.0,67750,108756,56870,39.1,60307,274905,29595,26299,1983,25545,11399,122635,287005,479299,24716870,43488960,40387,16376,34537,11962,108734,33623,159091,3840.8,51050,14799,40942,23754,70251,37771,111,101,112,108734,321,0,0,3314,52,0,3472,0,0,0,0,0,2301,13897,0,4799,1154,1029,1389,139,4814,0,0,0,0,0,0,0,9691,0,0,0,0,571,14547,0,8778,4281,0,0,5132,0,0,878,1429,16,0,0,2397,0,0,14394,8132,1390,0,389,0,0,28,0,0,0,0,0,0,0,0,0
83,T.J. Maxx,FL,28.39139541,-81.24781724,264054,"28.39139541,-81.24781724",1,2,0,0,0,0,0,0,1,0,221831,1377913,0,0,0,0,0,0,91784,0,4,1691528,7,14,2,0,997.4766054854621,1090.170262591647,,,1971.2857142857142,2079.714285714286,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,5.0,3.0,0,1,2,3,2,3,1,0,1,,311930,1203358,1221324,1699555,6103124,242747,,339297,1,1,0,0.0,56311,2195.2,104693,239448,86793,34.5,20833,364471,13476,5738,2012,13014,7681,7420,3699,81256,11385213,19805992,15747,6510,13990,4340,39980,12736,44212,1723.5,23229,4271,13910,4322,23701,24791,191,160,196,39980,0,0,11100,0,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0,0,370,0,0,0,0,0,24409,0,2170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,T.J. Maxx,FL,26.60843087,-81.81345361,239397,"26.60843087,-81.81345361",0,1,0,0,0,0,0,1,0,0,0,1093090,0,0,0,0,0,483102,0,0,2,1576192,3,17,20,17,1008.881754834401,1002.5273724997872,892.1144708027514,786.8819913419912,1861.6666666666667,1819.0,1366.6666666666667,1060.25,0.0,22.0,0.0,4.0,0.0,1.0,2.0,42.0,2.0,11.0,2.0,3,1,3,4,3,5,3,2,2,920631,581000,2378937,1320829,3326129,10636735,1109486,804633,817369,0,0,3,48.0,83574,1721.0,58474,79053,51254,37.7,41647,268776,16846,16399,1995,11441,6746,91799,215948,449904,13747563,24148307,23248,9586,20217,7577,65215,20416,118911,2448.7,30490,9780,23409,17756,42085,22155,138,210,126,65215,0,0,0,0,557,0,0,0,0,0,0,0,407,0,0,119,13122,0,243,0,0,0,0,0,0,576,2584,0,109,2952,649,0,0,0,4803,0,0,958,1672,5638,0,28,648,720,1524,293,0,0,0,0,0,6681,11590,737,2603,237,63,1592,3404,0,0,706,0,0,0,0,0,0
85,T.J. Maxx,FL,30.26072448,-81.6244509,182806,"30.26072448,-81.6244509",1,1,0,0,0,0,0,1,1,0,145739,1149606,0,0,0,0,0,385896,35277,0,4,1716518,5,39,23,7,996.2945621032743,855.3000293523907,809.9129795345137,826.3815612364701,1438.4,1286.2173913043478,1032.0588235294117,981.3333333333334,0.0,16.0,0.0,7.0,0.0,0.0,0.0,62.0,2.0,8.0,2.0,3,2,5,4,5,10,2,3,2,821050,833075,3414999,1276108,4087501,18285286,719471,1218149,610343,0,0,1,17.0,90719,2906.9,56722,68026,49916,41.0,42468,247116,17851,20571,1974,14898,7980,25006,203045,219866,14888685,26778903,26356,11168,22643,7984,73025,22319,133318,4271.9,33095,10385,26891,15406,52062,15670,170,163,171,73025,0,0,0,0,3516,1146,0,0,0,0,1051,0,0,2268,0,4288,3289,97,8248,1538,0,2431,0,0,0,0,0,0,0,0,0,0,0,0,4445,0,7251,7997,2095,0,1429,0,0,2496,1376,0,0,0,0,0,0,8352,0,1914,0,0,2074,4976,0,0,0,0,0,747,0,0,0,0
86,T.J. Maxx,FL,26.09717542,-80.12949882,179403,"26.09717542,-80.12949882",1,3,1,1,0,0,1,3,0,0,220319,2968529,498725,230919,0,0,475549,941435,0,0,10,5335476,27,14,70,38,997.6737368206581,983.0561541371304,736.2191761381763,782.9250846517053,2865.8571428571427,2368.75,1442.6666666666667,1160.0,0.0,31.0,0.0,10.0,0.0,0.0,0.0,68.0,24.0,49.0,11.0,7,2,3,13,8,8,1,2,5,2548567,760931,1755272,3848944,8122605,16401853,339994,836770,1499659,2,1,2,147.0,80281,4145.0,77171,70987,63494,42.0,49977,477147,16050,24506,1975,18237,12113,53549,107122,185790,23766850,40891898,24724,9779,26341,8915,68960,20527,146840,7581.4,27095,10160,30030,15210,46280,17243,242,160,256,68960,184,0,0,0,1445,1305,0,0,0,7253,9246,7391,0,0,0,0,2595,577,0,0,0,0,791,0,0,0,0,0,828,0,0,243,0,10883,0,0,2018,932,0,2890,5424,0,0,97,0,0,0,0,0,0,70,3172,0,4469,6341,0,0,0,806,0,0,0,0,0,0,0,0,0
87,T.J. Maxx,FL,27.43332377,-82.57887006,134530,"27.43332377,-82.57887006",2,2,0,0,0,0,0,2,1,0,317604,1993089,0,0,0,0,0,766681,77706,0,7,3155080,0,14,17,11,,974.1145830723417,792.9857731054847,752.266642195704,,1758.8333333333333,1342.909090909091,1137.8,0.0,11.0,0.0,2.0,1.0,0.0,3.0,35.0,1.0,5.0,1.0,1,1,2,2,3,6,2,3,2,343628,381637,1456303,691065,2829717,11049909,640000,1194607,742291,0,0,1,23.0,103579,3334.6,49246,104869,41677,44.1,53340,149691,26105,17048,1976,10127,5538,15752,196418,261406,13602125,24147621,29630,12885,24384,9053,83254,25997,106832,3439.3,35174,14462,29414,11881,59939,32290,95,114,92,83254,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,1416,1503,0,1629,4500,3294,0,0,551,0,0,0,0,0,0,747,480,0,0,1303,1543,0,3446,5169,3174,0,937,5534,8592,13859,128,0,0,0,3081,0,0,773,3568,7048,118,0,1362,1306,0,0,0,5525,459,0,0,0,0,0
88,T.J. Maxx,FL,25.88796775,-80.16249003,112783,"25.88796775,-80.16249003",1,5,0,1,0,0,1,0,1,0,625381,6153005,0,529603,0,0,1388747,0,104558,0,9,8801294,10,7,38,65,884.8200927605918,989.1820869762046,771.4636066182372,846.5430835146395,2389.75,1948.5,1555.6,1457.5277777777778,0.0,25.0,0.0,5.0,1.0,0.0,3.0,74.0,12.0,27.0,8.0,6,0,2,10,7,8,1,3,5,2856464,,1571774,3811362,9823263,17656204,301033,1380468,2045880,0,0,3,68.0,142454,7605.1,56494,61350,49694,38.5,61319,382839,24430,28188,1966,19060,12104,132202,104363,218182,22150405,38665669,40257,14720,36263,11161,112190,34160,140501,7500.9,48695,13170,49685,54304,36905,55137,149,163,147,112190,2293,0,0,607,0,3802,3287,0,0,0,0,0,0,0,0,0,615,23,0,311,0,0,0,0,0,0,0,5256,5242,0,0,746,4872,10989,0,0,1050,2763,0,0,7175,518,900,1841,42,0,0,0,0,0,17286,3077,8084,3602,5489,12169,0,0,0,2656,0,0,6561,932,0,0,0,0
1,Marshalls,FL,26.6834479,-80.22362638,819819,"26.6834479,-80.22362638",0,4,1,1,0,0,0,1,1,1,0,3391729,249086,273927,0,0,0,290115,66928,350351,9,4622136,6,8,3,0,1197.2422497149357,1107.8450854396256,836.3745851114272,,2455.8333333333335,2478.0,1700.0,,0.0,2.0,0.0,0.0,0.0,0.0,3.0,14.0,2.0,1.0,0.0,2,1,2,6,5,5,1,3,1,836341,437250,1252510,2287839,5347757,8924990,339550,1694528,302981,1,1,5,89.0,87540,2479.2,91314,280916,76781,40.8,33238,352303,22749,8079,1991,16204,8827,91598,101023,213263,16764403,29734194,26166,10639,23401,6884,69153,20625,83667,2369.5,37661,8160,22333,16839,44747,23817,75,62,77,69153,0,1579,5624,6610,655,267,552,0,0,0,0,0,6315,17149,0,24,41,1805,0,0,636,0,0,0,0,0,9804,0,3166,0,0,0,0,0,1982,0,1243,0,0,4476,119,1256,0,1658,0,0,0,0,0,0,0,0,3994,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0
2,Marshalls,FL,29.11130473,-81.03616413,754601,"29.11130473,-81.03616413",0,2,0,0,0,1,0,1,1,0,0,2156466,0,0,0,654059,0,397994,55846,0,5,3264365,1,3,16,6,1006.9555555555555,1032.7984124141792,967.4832624331347,683.7567567567568,2100.0,1668.6666666666667,1469.625,986.5,0.0,6.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,7.0,2.0,1,1,1,2,3,3,0,1,0,438345,380662,790418,656215,2047548,6150724,,394250,,2,1,1,45.0,64645,1722.4,61216,173039,52701,52.8,32191,242287,20590,8336,1988,9543,5523,15512,39866,152753,10706056,19602908,19341,8378,18014,6295,55756,16170,58681,1563.5,29274,7520,15658,3421,52216,4995,80,27,89,55756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6049,2930,0,568,10515,39,0,1450,0,0,0,0,0,0,0,0,0,0,0,2767,0,0,5931,0,10047,0,0,9453,2231,0,0,0,0,1388,0,0,0,0,153,0,0,1059,1017,0,0,0,0,0,0,0,0,160,0
3,Marshalls,FL,27.63733172,-80.44914495,702859,"27.63733172,-80.44914495",0,1,0,0,0,0,0,0,1,0,0,907942,0,0,0,0,0,0,56806,0,2,964748,0,0,0,0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,1,1,1,1,0,1,0,,,833827,305949,1017508,1983272,,318362,,2,1,1,15.0,62096,1206.4,61029,206770,52455,52.7,31322,269513,20723,7126,1987,9439,4936,40629,71641,125312,10568971,19524135,18385,8453,15181,5880,52141,15555,66333,1288.7,27010,6991,14507,6514,46510,7196,89,97,87,52141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6022,0,0,3139,7242,3913,75,4498,0,0,702,0,0,0,0,0,0,0,0,0,0,107,2513,0,0,0,6853,6787,995,1579,0,1236,0,0,0,0,0,0,514,747,0,1623,1167,2430,0,0,0,0,0,0,0,0,0
4,Marshalls,FL,28.52103765,-81.58389624,650072,"28.52103765,-81.58389624",2,3,0,0,0,0,0,0,0,0,397017,2110017,0,0,0,0,0,0,0,0,5,2507034,2,7,5,6,1167.34314804623,1003.8343047735898,925.6345761387732,790.7438095238095,1948.5,1899.0,1019.0,1515.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,5.0,1.0,2,1,3,7,3,5,3,2,2,604479,363451,2304478,2404356,2310503,11539526,667039,680788,627749,1,1,1,92.0,60388,1966.1,104816,321365,87288,36.7,21417,385385,15845,4558,2003,12458,7614,48154,145058,112415,13015761,22931404,17210,7544,16106,4708,44016,13361,60657,1974.8,26862,3996,13469,7394,33015,13292,95,79,98,44016,0,5858,27172,0,47,0,0,0,424,0,0,0,221,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1032,1565,0,0,0,0,1157,0,693,0,0,0,0,0,0,0,0,0,0,0,4260,0,0,0,0,0,0,0,103,0,1362,0,0,0,0,0,0,0,0,0
5,Marshalls,FL,25.86463408,-80.31606456,622791,"25.86463408,-80.31606456",1,4,0,0,0,2,0,0,0,0,266960,4383133,0,0,0,2376702,0,0,0,0,7,7026795,4,9,13,67,1124.723559540263,999.744119513049,821.7675788774818,714.637880356643,2344.5,1934.2,1619.5,1313.675,0.0,18.0,0.0,12.0,1.0,0.0,5.0,78.0,4.0,7.0,4.0,8,2,2,14,12,10,2,6,6,4080449,868912,1571774,5635896,15615423,22880717,644969,2426999,2003193,1,1,2,146.0,228354,7240.9,46538,35813,39380,43.0,81680,303357,35640,43292,1976,24285,9966,210670,570297,1180256,23142294,39716559,71467,29088,53375,12740,186846,64239,262348,8318.8,92268,24884,61960,2905,56218,213488,90,57,95,186846,0,1000,1018,586,0,0,6668,0,0,0,0,0,198,748,0,0,0,0,0,0,0,0,0,0,0,0,0,39536,6505,783,0,96015,817,0,933,0,166,1091,0,0,91,17,0,0,0,0,0,0,0,0,0,1804,3863,0,0,0,0,0,0,0,24959,0,0,0,0,0,0,48
6,Marshalls,FL,29.86862798,-81.32534911,599968,"29.86862798,-81.32534911",1,1,0,0,0,0,0,1,1,0,247066,945844,0,0,0,0,0,328952,92268,0,4,1614130,1,2,9,7,918.3935742971887,947.771484375,781.832380568261,786.16,2057.0,1627.0,1045.5,,0.0,7.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,7.0,1.0,0,0,1,1,1,1,0,0,0,,,638069,302480,752213,1859166,,,,1,1,2,54.0,36388,1702.4,66442,174743,55853,46.4,17824,297799,10839,4724,1987,6411,3000,21489,36454,174456,6515902,12176322,10948,4479,9298,3381,30611,9443,47653,2229.4,13271,4723,11281,4214,28056,2694,113,113,113,30611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,1789,303,0,0,5667,0,0,2688,0,0,0,0,0,0,0,0,0,0,485,0,0,0,4516,0,0,4002,0,0,0,0,1552,0,0,336,0,0,0,0,1307,0,0,0,4247,2465,0,0,0,0,0,0,1072,0,0
7,Marshalls,FL,25.74786693,-80.38838071,562742,"25.74786693,-80.38838071",1,4,0,0,0,1,0,1,0,0,335955,4286044,0,0,0,731704,0,819950,0,0,7,6173653,4,4,19,9,988.3977075702074,1075.1155359991308,756.4230268927741,705.5961424880029,2752.0,2879.0,1617.2307692307693,1285.6666666666667,6.0,9.0,1.0,6.0,0.0,0.0,0.0,29.0,1.0,4.0,2.0,6,2,2,10,11,5,1,5,5,3232345,851945,1496295,4422063,14221303,12990170,111883,2784831,1901570,0,0,2,73.0,233195,7012.5,67154,158161,56863,43.4,76955,354307,50630,24381,1981,37050,16093,54353,71052,179866,29956648,52414409,72922,29058,59122,13081,193742,61346,187508,5638.6,93805,26161,65727,2821,57501,212416,90,65,94,193742,234,395,2188,3032,2385,0,17332,2253,0,0,0,0,3232,3025,0,2313,0,2844,0,2463,1192,0,0,0,0,0,5948,52270,22162,662,0,55730,376,0,0,0,0,2390,0,0,4352,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2647,0,1076,0,0,0,0,3189,0
8,Marshalls,FL,28.34226274,-81.41032988,559928,"28.34226274,-81.41032988",1,4,1,0,0,2,0,0,1,0,215268,3001373,259322,0,0,1385039,0,0,102408,0,9,4963410,9,22,32,14,1042.7777036666068,1013.6047313298448,998.1268701500427,783.1868279760002,1864.5555555555557,1815.6875,1543.888888888889,1171.75,0.0,21.0,0.0,2.0,1.0,0.0,3.0,57.0,3.0,14.0,3.0,3,1,2,13,5,7,1,3,3,840615,451703,1082197,4175580,3602880,15649989,225273,1062313,884539,1,1,4,138.0,139934,3885.9,53891,56793,47043,35.0,52807,260248,22625,24787,1993,17874,8243,76030,142732,283757,16390071,28470564,41183,15695,33550,10260,109134,35321,132367,3675.8,52825,13187,43176,13730,42550,87004,114,118,113,109134,0,0,0,0,0,0,2519,0,0,0,0,0,5841,4121,0,17,0,0,0,0,0,0,0,0,0,0,2619,0,34324,0,0,0,0,0,10853,0,2103,0,3630,0,0,0,0,0,0,0,0,0,5691,0,0,0,22370,1011,0,0,0,0,0,14036,0,0,0,0,0,0,0,0
9,Marshalls,FL,27.99839165,-81.96058114,559641,"27.99839165,-81.96058114",0,4,0,0,0,0,0,1,1,0,0,3806418,0,0,0,0,0,278253,84820,0,6,4169491,0,5,10,18,,1047.4992116748501,905.8966975044139,745.5867006033485,,1608.2,1515.0,1187.375,0.0,9.0,0.0,3.0,0.0,0.0,0.0,28.0,1.0,4.0,0.0,1,1,4,2,2,5,1,1,0,658119,555994,2801193,911264,1700526,11281375,374706,501134,,0,0,3,107.0,74703,1919.7,60560,147375,52462,41.5,33118,225991,19271,10524,1978,10505,5990,31374,55521,172196,11438916,21044858,21627,9613,19409,6391,60811,18494,86458,2221.7,29475,6979,22549,7461,50923,14754,113,79,119,60811,0,0,0,2952,2004,0,0,0,0,0,0,0,905,0,420,3936,2552,846,1435,5938,2365,0,0,0,0,1129,0,0,16,0,0,0,0,4347,1679,0,2214,6107,3525,0,1766,984,4837,2891,676,357,0,0,2439,0,0,0,0,1835,111,0,2528,0,18,0,0,0,0,0,0,0,0,0
10,Marshalls,FL,28.20242974,-82.66406799,555623,"28.20242974,-82.66406799",0,3,0,0,0,0,0,0,1,1,0,2210101,0,0,0,0,0,0,80931,441763,5,2732795,0,7,5,5,,1053.0754139981957,734.4632504805137,1883.0833333333333,,1640.5714285714287,1099.8,1854.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,1,1,2,3,3,5,1,2,0,261161,399197,1361623,946486,2189536,9454835,283091,689809,,2,1,2,42.0,79684,2187.0,64177,207078,54379,48.9,35863,240967,25654,7232,1989,11129,5492,6756,33870,43103,12807203,23321554,23969,10512,20337,6906,65647,19869,72719,1995.8,37090,7345,17031,2438,63623,10036,81,73,82,65647,21,0,0,444,2316,0,0,0,0,0,0,0,10254,0,1170,2559,0,0,0,6800,0,16,390,0,0,4154,4386,0,0,0,0,0,0,0,2600,0,0,2819,0,3042,0,9068,5252,20,0,0,0,0,0,0,0,0,0,64,0,0,9788,484,0,0,0,0,0,0,0,0,0,0
11,Marshalls,FL,28.02853219,-82.50300763,552525,"28.02853219,-82.50300763",0,3,1,0,0,3,0,1,0,0,0,2790635,280584,0,0,1686674,0,360215,0,0,8,5118108,1,17,29,12,1003.6010362694301,873.2367630454432,865.1394698353873,777.2635188782093,1489.0,1540.7857142857142,1313.28,1261.8181818181818,0.0,8.0,0.0,1.0,0.0,0.0,4.0,59.0,0.0,0.0,0.0,4,1,5,7,5,9,1,3,1,1058415,404724,3262730,2175515,4614721,14405435,396596,1195526,331600,0,0,5,92.0,176763,3647.5,57803,83844,50864,39.6,75315,266092,39452,31943,1980,26473,13117,111499,357361,496492,26940491,47715808,52862,20922,44344,15189,141779,45216,216657,4470.7,63936,21599,53366,20113,76988,87638,93,113,89,141779,0,608,0,774,4018,0,475,0,1556,0,0,0,0,6388,0,1469,11616,5278,8146,1571,0,0,0,0,0,0,2008,1250,20457,1303,0,9643,0,4053,7647,0,10285,1399,5068,0,5707,0,344,645,1575,0,0,0,555,0,0,5025,14309,2085,1137,712,1182,1122,0,0,0,738,1604,0,0,0,0,27
12,Marshalls,FL,26.14945018,-80.32563391,548214,"26.14945018,-80.32563391",1,4,1,0,0,0,0,1,1,0,321452,3537720,355692,0,0,0,0,551755,89861,0,8,4856480,8,10,2,0,1057.8239046212134,1059.8106269934788,1035.3429487179487,,2462.4285714285716,2199.5,1990.0,,0.0,2.0,0.0,0.0,0.0,0.0,1.0,18.0,2.0,0.0,0.0,5,2,3,9,8,9,2,4,3,2160856,813393,1761226,3247290,7736046,16998347,801579,1767014,678611,3,1,2,22.0,121250,3936.7,82524,191684,68275,41.6,49040,321466,32214,13647,1987,22061,12249,197707,240267,198486,22103747,39235088,36768,14942,31827,10018,97404,28960,112818,3663.0,51122,13191,30901,19886,52225,48241,83,43,89,97404,0,1944,0,12922,0,1465,0,0,4772,0,0,0,11984,24776,0,0,1871,0,0,1282,0,0,0,0,0,0,0,0,6656,0,0,0,235,331,11395,0,0,0,0,0,18,6473,0,4358,0,0,0,0,3090,0,0,1176,2251,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0
13,Marshalls,FL,30.27075293,-81.39014639,541376,"30.27075293,-81.39014639",0,3,0,0,1,0,1,0,1,0,0,2323519,0,0,527508,0,417351,0,64297,0,6,3332675,9,3,7,0,986.781890227021,1173.0833333333333,711.3582853643818,,1905.0,2023.0,1213.0,,0.0,4.0,0.0,2.0,0.0,0.0,0.0,14.0,1.0,4.0,0.0,1,1,1,3,2,2,2,1,0,268309,405081,609760,1068301,1636730,3813010,594513,468333,,1,1,1,36.0,37631,2977.0,100485,258492,81535,43.6,19958,399174,11875,5859,1984,11331,6409,23819,47116,123322,11361182,20213975,11615,4991,11746,4089,32214,9158,44606,3528.8,16582,4991,9594,913,32356,2405,118,96,122,32214,2318,0,0,0,1738,0,0,0,0,0,0,0,1448,962,0,848,4450,3877,0,0,320,0,0,0,0,0,84,0,0,0,0,0,0,8592,467,0,0,1036,0,247,2039,0,0,0,889,0,0,0,0,0,0,1122,0,1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
